sitetype,zcta5ce10,month,year,trip,cost,income,temp_avg,mdays
STANDARD,97389,9,2023,1,70.501457,88211,64.800003,1
STANDARD,97389,10,2021,1,91.728355,76731,59.799999,4
STANDARD,97389,11,2018,1,64.935028,60703,54.599998,2
STANDARD,97389,12,2022,1,142.10132,88211,52.799999,2
STANDARD,97390,10,2022,1,93.022408,67599,61.5,2
STANDARD,97391,1,2022,1,324.83746,56089,51.700001,8
STANDARD,97391,2,2020,2,41.8150275,49265,55.1000005,1
STANDARD,97391,2,2022,1,68.932388,56089,52.599998,7
STANDARD,97391,2,2023,1,67.711342,56089,53.5,3
STANDARD,97391,3,2022,1,552.83746,56089,50.099998,14
STANDARD,97391,3,2023,1,50.966564,56089,46.400002,1
STANDARD,97391,4,2022,3,323.922583,56089,58.166666666666664,9.666666666666666
STANDARD,97391,5,2019,3,37.971242333333336,54675,60.466667333333334,2
STANDARD,97391,5,2023,1,73.84594,56089,58.799999,3
STANDARD,97391,6,2023,1,56.345936,56089,58.799999,2
STANDARD,97391,8,2018,3,36.091927,52813,69.30000066666666,1
STANDARD,97391,8,2020,1,20.988348,49265,63.900002,1
STANDARD,97391,9,2019,1,36.223385,54675,69,1
STANDARD,97391,9,2022,1,38.811562,56089,63.400002,3
STANDARD,97391,10,2019,1,32.15213,54675,60.099998,1
STANDARD,97391,10,2021,1,21.447174,54200,61.200001,1
STANDARD,97391,11,2020,1,50.159706,49265,54,2
STANDARD,97391,12,2021,3,80.325897,54200,50.76666633333333,8.666666666666666
STANDARD,97392,2,2021,1,110.99316,99311,50.099998,2
STANDARD,97392,3,2018,1,93.788277,77033,47.799999,2
STANDARD,97392,3,2019,1,115.82813,83725,55.400002,3
STANDARD,97392,4,2018,1,86.644875,77033,58.400002,1
STANDARD,97392,5,2021,2,142.542665,99311,58.6499995,3.5
STANDARD,97392,5,2023,1,162.16499,108431,64.800003,1
STANDARD,97392,6,2018,2,78.525505,77033,58.599998,3
STANDARD,97392,6,2020,1,105.07212,92568,64.900002,2
STANDARD,97392,6,2022,1,107.95687,108431,62.299999,1
STANDARD,97392,6,2023,2,115.275405,108431,60.5500015,1.5
STANDARD,97392,7,2018,1,133.77333,77033,65.199997,3
STANDARD,97392,7,2019,1,86.778641,83725,73.900002,2
STANDARD,97392,7,2020,2,117.698855,92568,67.6499975,2
STANDARD,97392,7,2022,2,204.27332,108431,67.950001,6
STANDARD,97392,7,2023,3,156.91675333333333,108431,67.633335,3
STANDARD,97392,8,2018,1,133.77333,77033,70.300003,3
STANDARD,97392,8,2019,4,138.36700274999998,83725,71.39999975,3
STANDARD,97392,8,2020,3,128.23258333333334,92568,66.53333266666667,3
STANDARD,97392,8,2021,1,122.54092,99311,64.400002,3
STANDARD,97392,9,2018,1,166.14052,77033,64.599998,2
STANDARD,97392,9,2020,1,129.84767,92568,86.5,2
STANDARD,97392,9,2021,1,109.4248,99311,65.699997,2
STANDARD,97392,10,2019,3,98.827156,83725,62.80000066666667,1.3333333333333333
STANDARD,97392,10,2021,1,128.69525,99311,62.099998,3
STANDARD,97392,12,2018,1,91.825043,77033,52.400002,2
STANDARD,97394,1,2018,1,64.340103,45174,54,1
STANDARD,97394,2,2021,1,70.685059,53850,50.900002,2
STANDARD,97394,3,2021,5,163.021096,53850,53.2599998,5.4
STANDARD,97394,3,2022,1,32.714966,55132,59.099998,3
STANDARD,97394,5,2021,1,140.8018,53850,59.599998,7
STANDARD,97394,5,2023,1,89.115891,55132,57.599998,3
STANDARD,97394,6,2023,1,67.435959,55132,66.699997,4
STANDARD,97394,7,2020,1,85.95417,49559,64,3
STANDARD,97394,7,2023,1,47.193954,55132,64.599998,2
STANDARD,97394,8,2020,1,47.037834,49559,68.300003,2
STANDARD,97394,8,2022,2,55.61269,55132,68.6000025,1.5
STANDARD,97394,9,2021,1,36.522076,53850,63.400002,2
STANDARD,97394,10,2021,1,36.698292,53850,63.200001,3
STANDARD,97394,11,2021,1,48.198292,53850,53,1
STANDARD,97394,12,2022,1,114.70399,55132,48.200001,5
STANDARD,97396,2,2021,1,63.809124,46576,52.299999,1
STANDARD,97396,5,2018,1,76.696472,51371,64.199997,2
STANDARD,97396,5,2019,1,121.4214,48244,61.5,5
STANDARD,97396,5,2021,3,46.478578,46576,58.766668,2.3333333333333335
STANDARD,97396,6,2019,1,43.921402,48244,73.400002,3
STANDARD,97396,6,2020,2,96.43621350000001,45163,63.8499985,3.5
STANDARD,97396,6,2021,1,56.57423,46576,68.599998,3
STANDARD,97396,7,2020,1,53.429001,45163,66.099998,2
STANDARD,97396,8,2023,1,53.623688,49880,72.400002,2
STANDARD,97396,9,2018,1,45.631092,51371,75.199997,3
STANDARD,97396,9,2020,1,45.980961,45163,68.400002,2
STANDARD,97396,10,2020,2,64.519339,45163,57.299999,2
STANDARD,97396,12,2018,2,66.270859,51371,52.799999,1.5
STANDARD,97401,1,2023,1,121.0103,48256,49.900002,3
STANDARD,97401,2,2019,1,89.557541,37662,49.299999,3
STANDARD,97401,2,2020,1,113.3836,41502,56.200001,3
STANDARD,97401,3,2018,2,104.72799,36228,49.3000015,1
STANDARD,97401,3,2021,1,69.109558,43764,50.599998,2
STANDARD,97401,3,2023,1,117.0103,48256,51.799999,3
STANDARD,97401,5,2019,1,80.634521,37662,86.099998,2
STANDARD,97401,5,2021,1,123.38656,43764,59.599998,3
STANDARD,97401,5,2022,3,99.889872,48256,60.866666,2
STANDARD,97401,5,2023,1,107.1638,48256,60.299999,5
STANDARD,97401,6,2018,3,101.75185666666667,36228,62.333333333333336,2.3333333333333335
STANDARD,97401,6,2019,2,82.7811165,37662,63.450001,2.5
STANDARD,97401,6,2021,6,85.35108333333334,43764,65.34999983333333,2.8333333333333335
STANDARD,97401,6,2023,3,124.33916,48256,64.46666566666667,1
STANDARD,97401,7,2018,3,97.40687833333332,36228,65.69999933333334,2.6666666666666665
STANDARD,97401,7,2019,1,56.009586,37662,68.900002,1
STANDARD,97401,7,2020,2,73.652729,41502,64.049999,2.5
STANDARD,97401,7,2021,1,89.021194,43764,65.599998,1
STANDARD,97401,7,2022,4,96.82175925,48256,67.14999975,2.5
STANDARD,97401,7,2023,2,129.216455,48256,67.5499995,2
STANDARD,97401,8,2019,2,98.102578,37662,70.1499975,3
STANDARD,97401,8,2021,4,94.25658,43764,65.8249995,2
STANDARD,97401,8,2022,2,68.452282,48256,68.8499985,2.5
STANDARD,97401,8,2023,3,93.895461,48256,75.96666733333333,3.6666666666666665
STANDARD,97401,9,2018,3,75.79159333333332,36228,65.96666733333333,1.6666666666666667
STANDARD,97401,9,2019,1,96.32058,37662,64.900002,2
STANDARD,97401,9,2020,3,87.11732966666666,41502,71.06666833333334,1.6666666666666667
STANDARD,97401,9,2021,2,110.27119,43764,63.75,2.5
STANDARD,97401,9,2022,2,86.64505,48256,64.250002,2
STANDARD,97401,10,2018,1,89.399055,36228,58.200001,3
STANDARD,97401,10,2020,1,100.48739,41502,61.799999,2
STANDARD,97401,10,2021,3,103.02890933333333,43764,58.60000133333333,2
STANDARD,97401,10,2022,1,121.98341,48256,58.400002,3
STANDARD,97401,11,2018,1,135.89723,36228,54.299999,2
STANDARD,97401,12,2018,1,79.06572,36228,53.099998,2
STANDARD,97401,12,2020,1,121.21032,41502,53.099998,5
STANDARD,97401,12,2022,1,81.135017,48256,52.599998,2
STANDARD,97402,2,2020,3,85.52333366666667,46504,53.666666666666664,1.6666666666666667
STANDARD,97402,3,2018,1,75.389732,44762,47.099998,2
STANDARD,97402,3,2019,1,99.762497,47168,55.400002,2
STANDARD,97402,3,2020,2,87.414814,46504,49.049999,2.5
STANDARD,97402,3,2021,1,107.22599,49702,50.5,4
STANDARD,97402,4,2019,2,78.78652600000001,47168,58.849998,4
STANDARD,97402,4,2023,1,144.79152,53836,59.099998,4
STANDARD,97402,5,2018,2,67.253914,44762,62.6499995,2.5
STANDARD,97402,5,2019,2,67.35769499999999,47168,61.75,2.5
STANDARD,97402,5,2021,4,105.13642725,49702,59.5749985,3.25
STANDARD,97402,5,2022,1,112.21426,53836,57.200001,2
STANDARD,97402,5,2023,1,129.29152,53836,63.799999,3
STANDARD,97402,6,2018,2,74.224268,44762,64.1499995,1.5
STANDARD,97402,6,2019,1,179.21947,47168,64.099998,7
STANDARD,97402,6,2020,2,64.6722375,46504,64.6499975,1.5
STANDARD,97402,6,2021,2,90.334419,49702,65.150002,3
STANDARD,97402,6,2022,5,120.8699008,53836,63.2199998,1.8
STANDARD,97402,6,2023,5,87.9228974,53836,61.339999399999996,2
STANDARD,97402,7,2018,5,91.5025278,44762,67.71999819999999,3.2
STANDARD,97402,7,2019,6,65.88752133333334,47168,68.08333333333333,1.6666666666666667
STANDARD,97402,7,2020,3,80.61763033333332,46504,66.733332,2.6666666666666665
STANDARD,97402,7,2021,2,83.6023715,49702,66.2999995,2.5
STANDARD,97402,7,2023,3,88.17708166666667,53836,66.966667,1.6666666666666667
STANDARD,97402,8,2018,4,97.40062400000001,44762,64.85000125,4
STANDARD,97402,8,2019,2,75.96042249999999,47168,70.9500005,1.5
STANDARD,97402,8,2020,1,60.05558,46504,69.099998,2
STANDARD,97402,8,2021,6,95.04403416666666,49702,67.08333333333333,1.6666666666666667
STANDARD,97402,8,2022,2,131.81938,53836,66.4000015,3.5
STANDARD,97402,8,2023,3,100.28037533333334,53836,68.366666,2.3333333333333335
STANDARD,97402,9,2018,1,63.426624,44762,75.199997,1
STANDARD,97402,9,2019,6,87.83235266666667,47168,70.31666833333334,2.3333333333333335
STANDARD,97402,9,2020,4,74.690195,46504,66.50000125,1.5
STANDARD,97402,9,2021,4,79.8809435,49702,64.075,2.5
STANDARD,97402,9,2022,5,99.2322432,53836,67.4399994,2.4
STANDARD,97402,9,2023,2,74.84401700000001,53836,69.1000025,2.5
STANDARD,97402,10,2018,3,86.16333,44762,66.5,1.6666666666666667
STANDARD,97402,10,2019,1,85.162697,47168,59.5,1
STANDARD,97402,10,2020,8,83.275155875,46504,62.4125,2
STANDARD,97402,10,2021,3,116.52025666666667,49702,64.20000233333333,2.6666666666666665
STANDARD,97402,10,2022,4,111.5237625,53836,69.599998,3
STANDARD,97402,11,2019,2,102.0665265,47168,53.1000005,2
STANDARD,97402,12,2019,1,77.874184,47168,47.200001,2
STANDARD,97402,12,2022,1,88.526352,53836,52.599998,1
STANDARD,97403,3,2023,1,86.125595,47021,54.799999,1
STANDARD,97403,6,2022,1,115.19902,47021,61.799999,2
STANDARD,97403,8,2018,1,115.70097,45706,66.699997,1
STANDARD,97403,9,2020,2,83.358543,44540,71.8499985,2
STANDARD,97403,10,2022,1,75.007858,47021,71.400002,2
STANDARD,97403,11,2019,1,83.755272,45034,63.099998,2
STANDARD,97403,11,2020,1,99.764908,44540,57.299999,2
STANDARD,97403,12,2022,1,106.61166,47021,47.900002,2
STANDARD,97404,1,2018,1,102.60283,61006,47.099998,2
STANDARD,97404,1,2021,1,145.97813,72385,45.799999,3
STANDARD,97404,2,2018,1,102.60283,61006,50.900002,2
STANDARD,97404,2,2021,3,104.64017966666667,72385,50.56666533333333,3.6666666666666665
STANDARD,97404,2,2023,1,95.640953,77772,57.299999,2
STANDARD,97404,3,2018,6,96.76123683333333,61006,48.73333366666667,2.1666666666666665
STANDARD,97404,3,2019,1,169.03627,63220,55.400002,6
STANDARD,97404,5,2018,1,93.762421,61006,61.599998,2
STANDARD,97404,5,2019,5,116.1607358,63220,60.7,4
STANDARD,97404,5,2021,7,107.51312571428572,72385,58.985714571428574,2.142857142857143
STANDARD,97404,5,2022,3,102.50330100000001,77772,57.166666666666664,2.6666666666666665
STANDARD,97404,5,2023,7,127.327311,77772,67.75714214285715,2.5714285714285716
STANDARD,97404,6,2018,2,75.476563,61006,66.1000025,3
STANDARD,97404,6,2019,3,108.87041,63220,60.53333266666667,2
STANDARD,97404,6,2020,2,100.4542335,66731,63.0999985,3
STANDARD,97404,6,2021,6,102.48348866666667,72385,62.90000033333333,2.8333333333333335
STANDARD,97404,6,2022,6,99.57002233333333,77772,62.84999966666667,2.5
STANDARD,97404,6,2023,2,102.040708,77772,60.6000025,2.5
STANDARD,97404,7,2018,6,77.78298966666667,61006,67.7999995,2
STANDARD,97404,7,2019,2,84.89131900000001,63220,67.1500015,2.5
STANDARD,97404,7,2020,7,124.702899,66731,65.81428528571429,3
STANDARD,97404,7,2021,3,160.89422666666667,72385,66.666664,3.6666666666666665
STANDARD,97404,7,2022,1,85.433197,77772,65.599998,2
STANDARD,97404,7,2023,3,108.48828233333333,77772,69.96666733333333,1.6666666666666667
STANDARD,97404,8,2019,3,105.550344,63220,68.59999866666666,2.6666666666666665
STANDARD,97404,8,2020,2,89.82081600000001,66731,69.049999,1
STANDARD,97404,8,2021,4,87.12438499999999,72385,66.67500125000001,3.5
STANDARD,97404,8,2022,2,120.548325,77772,68.950001,3.5
STANDARD,97404,8,2023,6,105.1930445,77772,69.54999916666667,2.8333333333333335
STANDARD,97404,9,2018,2,73.45047,61006,63.8999975,2.5
STANDARD,97404,9,2019,3,121.91145566666667,63220,67.53333566666667,4
STANDARD,97404,9,2020,7,93.00509785714286,66731,66.328572,2.2857142857142856
STANDARD,97404,9,2021,5,100.79099120000001,72385,66.780002,2.2
STANDARD,97404,9,2023,1,101.3486,77772,64.800003,3
STANDARD,97404,10,2018,1,118.17619,61006,57.900002,3
STANDARD,97404,10,2019,6,109.12142816666667,63220,58.50000083333333,2.6666666666666665
STANDARD,97404,10,2020,6,117.03387216666667,66731,59.63333316666667,2.5
STANDARD,97404,10,2021,5,100.46729239999999,72385,60.8600006,2.6
STANDARD,97404,10,2022,4,96.44464125,77772,65.60000175,2.75
STANDARD,97404,11,2018,1,122.17619,61006,55.700001,3
STANDARD,97404,11,2019,1,119.37997,63220,63.099998,3
STANDARD,97404,11,2020,4,115.917973,66731,57.27499975,2.75
STANDARD,97404,12,2018,1,75.442268,61006,53.099998,3
STANDARD,97404,12,2020,3,128.644677,66731,52.26666633333333,1.6666666666666667
STANDARD,97404,12,2021,2,121.29558499999999,72385,59.5,1.5
STANDARD,97405,1,2018,2,132.45955,66925,49.3999995,1
STANDARD,97405,1,2022,1,194.75464,86613,52.599998,2
STANDARD,97405,2,2018,1,134.45766,66925,41.299999,3
STANDARD,97405,2,2020,2,110.527196,72425,51.950001,1.5
STANDARD,97405,2,2021,1,144.86264,79018,47.200001,1
STANDARD,97405,3,2018,3,125.90252000000001,66925,51.566667,2
STANDARD,97405,3,2021,1,241.86264,79018,50.5,4
STANDARD,97405,4,2021,3,136.09198666666666,79018,65.133335,1.6666666666666667
STANDARD,97405,4,2022,1,119.01411,86613,54.099998,3
STANDARD,97405,4,2023,2,146.897335,86613,54.3500005,2.5
STANDARD,97405,5,2019,1,114.14179,69200,62.5,2
STANDARD,97405,5,2021,4,134.677625,79018,60.150000750000004,2.25
STANDARD,97405,5,2022,1,120.33096,86613,68.5,2
STANDARD,97405,5,2023,6,141.91390333333334,86613,62.200001,4.333333333333333
STANDARD,97405,6,2018,3,96.200432,66925,60.53333266666667,2.3333333333333335
STANDARD,97405,6,2019,1,125.64179,69200,63.799999,2
STANDARD,97405,6,2020,5,108.288763,72425,65.119998,1.8
STANDARD,97405,6,2021,6,135.781075,79018,62.516667166666664,2.5
STANDARD,97405,6,2022,6,124.76897666666667,86613,65.31666766666666,1.8333333333333333
STANDARD,97405,6,2023,5,120.6546048,86613,63.7600008,1.6
STANDARD,97405,7,2018,3,150.64995,66925,67.766668,2.3333333333333335
STANDARD,97405,7,2019,4,137.45829475,69200,68.20000075,3.5
STANDARD,97405,7,2020,4,126.267695,72425,67.54999925,2.25
STANDARD,97405,7,2021,2,112.309555,79018,65.4500005,2.5
STANDARD,97405,7,2022,3,144.92969666666667,86613,66.23333233333334,1.3333333333333333
STANDARD,97405,7,2023,2,95.703156,86613,69.400002,1
STANDARD,97405,8,2018,5,105.2949564,66925,64.1999992,2.2
STANDARD,97405,8,2019,6,120.81611833333334,69200,69.7666665,1.1666666666666667
STANDARD,97405,8,2020,3,117.62898,72425,74.43333433333333,1.6666666666666667
STANDARD,97405,8,2021,7,118.77133114285715,79018,66.08571414285714,2.857142857142857
STANDARD,97405,8,2022,10,131.640827,86613,68.5000001,1.8
STANDARD,97405,8,2023,7,142.66226,86613,68.98571342857143,2.5714285714285716
STANDARD,97405,9,2018,1,170.72345,66925,67,5
STANDARD,97405,9,2019,2,113.86761,69200,71.700001,3
STANDARD,97405,9,2020,6,114.68176066666666,72425,68.233333,2
STANDARD,97405,9,2021,6,130.82036266666668,79018,65.766667,1.8333333333333333
STANDARD,97405,9,2022,7,142.35034857142858,86613,68.77142828571428,2
STANDARD,97405,10,2018,1,103.54204,66925,61.799999,1
STANDARD,97405,10,2019,3,129.66922666666667,69200,62.200001,2.3333333333333335
STANDARD,97405,10,2020,4,150.008665,72425,63.42499925,2.25
STANDARD,97405,10,2021,2,134.3885,79018,61.5500015,2.5
STANDARD,97405,10,2022,6,155.64727333333332,86613,63.166666666666664,2.1666666666666665
STANDARD,97405,12,2020,1,107.30828,72425,50,1
STANDARD,97405,12,2022,1,141.4005,86613,59.200001,2
STANDARD,97408,3,2020,1,122.60354,70931,55.700001,1
STANDARD,97408,3,2021,1,95.055992,85554,54.099998,1
STANDARD,97408,5,2021,3,125.95374666666666,85554,58.033334333333336,2.3333333333333335
STANDARD,97408,5,2023,1,157.33054,95674,92.5,3
STANDARD,97408,6,2018,2,98.364637,61067,65.75,2.5
STANDARD,97408,6,2021,2,127.78375,85554,65.400002,1
STANDARD,97408,6,2023,1,110.33268,95674,66.699997,1
STANDARD,97408,7,2021,2,101.3365615,85554,65.5,1.5
STANDARD,97408,7,2022,1,102.08456,95674,67.199997,5
STANDARD,97408,8,2018,2,107.6630445,61067,67.049999,4.5
STANDARD,97408,8,2019,2,96.4338095,63475,70.2000005,4
STANDARD,97408,8,2020,3,105.798663,70931,75.46666433333333,3.6666666666666665
STANDARD,97408,8,2021,1,193.21156,85554,68.400002,12
STANDARD,97408,8,2022,1,149.33456,95674,67.699997,6
STANDARD,97408,8,2023,1,92.713264,95674,68.199997,3
STANDARD,97408,9,2018,3,96.98073366666667,61067,63.400002,3.3333333333333335
STANDARD,97408,9,2020,1,135.51596,70931,65,3
STANDARD,97408,10,2020,2,135.31741,70931,61.8500005,3
STANDARD,97408,10,2022,1,182.56879,95674,61.5,5
STANDARD,97408,11,2019,1,94.767441,63475,45.200001,3
STANDARD,97410,6,2019,1,128.63135,37448,63.799999,4
STANDARD,97411,5,2023,2,125.55171000000001,43337,59.8000015,1.5
STANDARD,97411,6,2023,1,116.80171,43337,64.300003,1
STANDARD,97411,7,2021,1,115.07557,42174,68.099998,1
STANDARD,97411,9,2020,2,104.93981099999999,38054,63.700001,2.5
STANDARD,97411,9,2022,1,105.58713,43337,70.599998,4
STANDARD,97411,11,2018,1,131.58678,36531,54.299999,3
STANDARD,97412,6,2022,1,113.91006,70893,62.299999,2
STANDARD,97412,8,2023,1,129.41924,70893,68.599998,2
STANDARD,97415,1,2023,1,237.57108,69293,45,1
STANDARD,97415,2,2019,1,162.11501,50547,45.799999,1
STANDARD,97415,3,2022,1,186.03349,69293,55.700001,1
STANDARD,97415,4,2021,1,293.9762,61287,50.5,3
STANDARD,97415,5,2018,1,161.45299,46768,64.300003,1
STANDARD,97415,5,2019,1,214.19223,50547,64,1
STANDARD,97415,5,2023,1,235.35114,69293,63.799999,3
STANDARD,97415,6,2019,1,197.30231,50547,63.400002,3
STANDARD,97415,6,2022,1,262.31445,69293,62.099998,4
STANDARD,97415,6,2023,1,244.41844,69293,62.099998,1
STANDARD,97415,7,2019,2,172.54488,50547,67.1000025,4
STANDARD,97415,7,2020,1,203.61412,54842,64,3
STANDARD,97415,7,2022,1,262.97046,69293,69.400002,1
STANDARD,97415,7,2023,2,204.456525,69293,70.400002,2
STANDARD,97415,8,2018,1,202.01286,46768,68.800003,1
STANDARD,97415,8,2019,1,149.29488,50547,70.699997,1
STANDARD,97415,8,2020,1,168.61412,54842,67.099998,1
STANDARD,97415,8,2022,1,217.84604,69293,68.5,3
STANDARD,97415,9,2019,2,149.32426,50547,69.3500025,1.5
STANDARD,97415,9,2022,1,219.12714,69293,70.5,2
STANDARD,97415,10,2018,1,228.32309,46768,71.900002,2
STANDARD,97415,10,2020,1,150.69539,54842,62.900002,4
STANDARD,97415,10,2021,1,217.01245,61287,55.5,3
STANDARD,97415,11,2018,1,154.85686,46768,55.200001,1
STANDARD,97416,7,2018,1,172.99205,53397,70.5,3
STANDARD,97417,2,2021,1,174.90018,37910,50.900002,1
STANDARD,97419,9,2022,1,97.679245,62273,66.300003,1
STANDARD,97419,10,2020,1,116.27502,45893,62.900002,3
STANDARD,97420,1,2021,1,91.413483,53080,54.5,2
STANDARD,97420,1,2023,2,140.37949500000002,59111,50.299999,3
STANDARD,97420,2,2022,1,213.87688,59111,65.800003,3
STANDARD,97420,2,2023,1,146.83383,59111,54.5,1
STANDARD,97420,3,2018,1,86.912193,46481,47.099998,1
STANDARD,97420,3,2022,1,213.87688,59111,52.400002,3
STANDARD,97420,4,2019,2,92.613213,49897,55.8999995,1.5
STANDARD,97420,4,2021,2,103.631305,53080,55.1999985,1.5
STANDARD,97420,5,2018,1,99.815323,46481,63.599998,1
STANDARD,97420,5,2019,1,86.863213,49897,58.700001,3
STANDARD,97420,5,2022,1,118.63231,59111,68.5,3
STANDARD,97420,5,2023,1,166.65887,59111,61.5,4
STANDARD,97420,6,2019,1,102.36321,49897,64,1
STANDARD,97420,6,2021,1,101.1562,53080,60.5,2
STANDARD,97420,6,2022,2,138.0204,59111,62.450001,4.5
STANDARD,97420,6,2023,2,131.65887,59111,62.8999975,2
STANDARD,97420,7,2021,1,108.20644,53080,68.5,1
STANDARD,97420,7,2022,1,113.98616,59111,65.699997,3
STANDARD,97420,7,2023,2,134.39241,59111,66.5499995,2
STANDARD,97420,8,2019,1,127.75449,49897,70.599998,1
STANDARD,97420,8,2022,1,152.04716,59111,69.099998,3
STANDARD,97420,9,2020,2,94.41833249999999,52447,63.700001,1.5
STANDARD,97420,9,2021,2,104.5326,53080,64.5,2
STANDARD,97420,9,2022,2,140.01666,59111,64.5999985,3.5
STANDARD,97420,10,2020,3,106.443593,52447,62.866667666666665,2.3333333333333335
STANDARD,97423,2,2021,1,132.09674,53545,49.900002,2
STANDARD,97423,5,2021,1,107.48302,53545,57.200001,2
STANDARD,97423,6,2018,1,82.797119,36927,65.199997,2
STANDARD,97423,6,2022,1,101.17059,55808,65.400002,2
STANDARD,97423,9,2019,1,83.905411,39615,66.599998,2
STANDARD,97423,9,2021,1,113.24664,53545,78.900002,2
STANDARD,97423,10,2020,1,126.90773,41818,60.400002,1
STANDARD,97423,11,2018,1,115.73226,36927,55.200001,4
STANDARD,97424,2,2023,1,118.63479,65283,53.599998,3
STANDARD,97424,3,2018,1,94.851181,45766,49.400002,6
STANDARD,97424,4,2021,1,110.51756,55549,53.099998,2
STANDARD,97424,4,2023,1,138.35031,65283,61.200001,2
STANDARD,97424,5,2021,1,112.45152,55549,59.599998,3
STANDARD,97424,5,2022,2,113.76115999999999,65283,56.6499995,3.5
STANDARD,97424,5,2023,2,133.271285,65283,62.1499995,3
STANDARD,97424,6,2019,3,100.688772,48468,65.466666,3
STANDARD,97424,6,2020,1,108.0837,54104,70.099998,2
STANDARD,97424,6,2021,2,140.89961,55549,64.7999995,2.5
STANDARD,97424,6,2022,1,138.5995,65283,65.900002,3
STANDARD,97424,7,2019,1,133.16461,48468,69.800003,1
STANDARD,97424,7,2020,4,205.27734,54104,65.57499975,7
STANDARD,97424,7,2021,3,130.42819333333333,55549,66.43333433333333,3.3333333333333335
STANDARD,97424,8,2020,1,169.02734,54104,66.699997,3
STANDARD,97424,8,2021,5,131.50183800000002,55549,67.8800004,3.2
STANDARD,97424,8,2022,2,154.38736,65283,69.199997,2.5
STANDARD,97424,8,2023,3,119.74267,65283,72.16666666666667,1.6666666666666667
STANDARD,97424,9,2018,1,79.90731,45766,65.699997,3
STANDARD,97424,9,2019,1,120.41628,48468,56.700001,2
STANDARD,97424,9,2020,3,144.02734,54104,71.30000066666666,3
STANDARD,97424,9,2021,5,152.0393666,55549,66.5200014,4
STANDARD,97424,9,2022,3,157.13736,65283,66.533333,3
STANDARD,97424,10,2019,3,110.13253,48468,58.666666666666664,2
STANDARD,97424,12,2019,1,109.80732,48468,45.700001,4
STANDARD,97426,3,2018,1,96.732887,59522,47.099998,2
STANDARD,97426,4,2021,1,133.98273,72652,59.099998,2
STANDARD,97426,5,2021,1,102.98273,72652,57.799999,2
STANDARD,97426,5,2022,1,157.67567,74783,61.400002,3
STANDARD,97426,5,2023,1,105.82337,74783,92.5,5
STANDARD,97426,6,2018,3,96.26819166666667,59522,64.866669,3
STANDARD,97426,6,2019,4,106.47384475,62833,65.39999775,3.75
STANDARD,97426,6,2020,1,82.719971,62845,67,4
STANDARD,97426,6,2021,4,114.5628875,72652,66.5,3.5
STANDARD,97426,6,2022,3,119.18473666666667,74783,65.13333266666666,2.6666666666666665
STANDARD,97426,6,2023,2,112.6791535,74783,66.7000005,4
STANDARD,97426,7,2020,1,202.03401,62845,65.5,10
STANDARD,97426,8,2018,1,89.693375,59522,63.700001,1
STANDARD,97426,8,2019,2,107.9185035,62833,69.6000025,2
STANDARD,97426,8,2020,1,153.82147,62845,68.300003,3
STANDARD,97426,8,2022,2,154.006254,74783,66.30000150000001,2.5
STANDARD,97426,9,2018,1,92.232346,59522,70.199997,3
STANDARD,97426,9,2020,2,117.4980685,62845,64.6499975,3
STANDARD,97426,9,2021,1,102.10056,72652,62.200001,3
STANDARD,97426,9,2022,1,103.72806,74783,68.199997,3
STANDARD,97426,10,2021,1,150.7616,72652,60.200001,3
STANDARD,97431,6,2022,1,142.14406,57292,65.400002,2
STANDARD,97431,6,2023,1,153.92131,57292,64.300003,3
STANDARD,97431,8,2023,2,124.93042550000001,57292,81.25,1
STANDARD,97431,10,2020,1,180.77086,55150,61.299999,2
STANDARD,97434,9,2020,1,113.5524,36806,86.300003,1
STANDARD,97435,5,2023,1,160.79182,58333,61.599998,3
STANDARD,97435,10,2021,1,105.78093,55500,59.799999,3
STANDARD,97437,3,2018,1,135.33403,69404,53,3
STANDARD,97437,3,2019,1,82.243279,74444,55.400002,2
STANDARD,97437,3,2022,1,109.98242,92039,53.099998,4
STANDARD,97437,5,2021,1,175.52083,78611,60.799999,4
STANDARD,97437,6,2018,1,93.854759,69404,62.799999,3
STANDARD,97437,6,2023,1,101.59116,92039,63.400002,1
STANDARD,97437,7,2020,1,123.26026,71554,66.599998,2
STANDARD,97437,7,2022,1,110.94773,92039,68.699997,2
STANDARD,97437,8,2018,1,98.083771,69404,59.900002,3
STANDARD,97437,9,2022,1,188.44772,92039,58.799999,5
STANDARD,97437,10,2020,3,128.298004,71554,61.89999866666667,1.6666666666666667
STANDARD,97437,10,2021,2,133.76558500000002,78611,65.150002,3
STANDARD,97439,1,2020,1,52.55603,52194,51.299999,1
STANDARD,97439,2,2020,1,238.55603,52194,49.700001,6
STANDARD,97439,2,2022,1,98.662552,59433,40,3
STANDARD,97439,4,2018,1,128.73256,42915,61.5,2
STANDARD,97439,4,2021,1,78.499374,53552,68.300003,3
STANDARD,97439,4,2023,3,124.73239566666666,59433,57.600001,2
STANDARD,97439,5,2018,3,50.03431833333334,42915,61.666666666666664,1
STANDARD,97439,5,2021,2,74.846001,53552,60.900002,2
STANDARD,97439,5,2022,2,125.1594225,59433,58,3
STANDARD,97439,5,2023,3,115.184669,59433,61.90000033333333,3
STANDARD,97439,6,2018,3,64.77905933333334,42915,65.09999966666666,2
STANDARD,97439,6,2019,1,46.759769,44608,62.099998,3
