sitetype,zcta5ce10,month,year,trip,cost,income,temp_avg,mdays
TENT SITE,97202,7,2023,14,139.40740857142856,94983,68.27857192857142,2.2857142857142856
TENT SITE,97202,8,2018,16,108.91637625,73924,70.562500625,1.875
TENT SITE,97202,8,2019,11,111.85053654545455,81772,70.29090809090908,1.3636363636363635
TENT SITE,97202,8,2020,17,121.7877905882353,86351,70.4352931764706,2.176470588235294
TENT SITE,97202,8,2021,28,126.01488857142857,87266,67.25357196428571,1.7142857142857142
TENT SITE,97202,8,2022,14,135.52717714285714,94983,69.29285814285714,2.2857142857142856
TENT SITE,97202,8,2023,19,142.2856294736842,94983,72.09473663157895,2.473684210526316
TENT SITE,97202,9,2018,6,115.952286,73924,61.3999995,1.6666666666666667
TENT SITE,97202,9,2019,11,125.85038290909091,81772,69.90909236363636,2.1818181818181817
TENT SITE,97202,9,2020,15,122.326196,86351,67.88,2
TENT SITE,97202,9,2021,13,132.23405461538462,87266,64.73076923076923,1.846153846153846
TENT SITE,97202,9,2022,12,142.13501583333334,94983,65.566667,1.5
TENT SITE,97202,9,2023,4,136.291605,94983,70.42500125000001,2
TENT SITE,97202,10,2018,1,133.40012,73924,55.599998,3
TENT SITE,97202,10,2019,1,125.7734,81772,66.5,2
TENT SITE,97202,10,2020,18,132.81698755555556,86351,60.2222225,1.6666666666666665
TENT SITE,97202,10,2021,8,126.31314875,87266,62.012500375,2
TENT SITE,97202,10,2022,7,128.47208,94983,61.914285428571425,1.7142857142857142
TENT SITE,97202,11,2018,3,128.50915333333333,73924,54.633332333333335,2
TENT SITE,97202,11,2019,1,150.77339,81772,40.799999,4
TENT SITE,97202,11,2020,2,123.87221,86351,57.3500005,2
TENT SITE,97202,11,2021,2,143.66972,87266,57.5500015,2
TENT SITE,97202,11,2022,2,138.52571,94983,54.6999985,1.5
TENT SITE,97202,12,2020,1,121.6748,86351,51,1
TENT SITE,97202,12,2021,1,173.53625,87266,54.900002,2
TENT SITE,97203,1,2021,1,132.00803,71498,56.299999,1
TENT SITE,97203,1,2022,5,141.86047,74493,53.399999,1
TENT SITE,97203,2,2022,4,136.80768,74493,55.450001,1
TENT SITE,97203,2,2023,1,130.27806,74493,57.299999,2
TENT SITE,97203,3,2018,1,144.00505,60908,49.200001,2
TENT SITE,97203,3,2019,3,133.68256666666667,68860,57.566667,1.6666666666666667
TENT SITE,97203,3,2020,2,131.041065,67229,51.6000005,1
TENT SITE,97203,3,2021,3,116.47603,71498,52.89999866666667,2
TENT SITE,97203,3,2022,1,116.57893,74493,66.300003,2
TENT SITE,97203,3,2023,4,131.80803,74493,47.875,1.25
TENT SITE,97203,4,2018,2,120.49053500000001,60908,61.699999,2.5
TENT SITE,97203,4,2019,2,118.40638,68860,63.3000015,2
TENT SITE,97203,4,2021,3,147.19927333333334,71498,53.833331666666666,1.3333333333333333
TENT SITE,97203,4,2022,3,131.20101666666667,74493,55.19999933333333,1.6666666666666667
TENT SITE,97203,4,2023,3,123.53673333333333,74493,52.633332333333335,1.6666666666666667
TENT SITE,97203,5,2018,1,106.74053,60908,63.599998,1
TENT SITE,97203,5,2019,6,124.07585666666667,68860,62.516667166666664,2.8333333333333335
TENT SITE,97203,5,2021,12,116.57515416666666,71498,58.43333341666667,1.6666666666666667
TENT SITE,97203,5,2022,7,138.93897142857142,74493,57.42857214285714,1.5714285714285714
TENT SITE,97203,5,2023,4,134.1691825,74493,60.92500025,2.25
TENT SITE,97203,6,2018,4,101.2782335,60908,63.6750015,2
TENT SITE,97203,6,2019,11,116.95057545454546,68860,63.20908936363636,1.7272727272727273
TENT SITE,97203,6,2020,8,107.31043275,67229,64.675000125,2.125
TENT SITE,97203,6,2021,10,117.4115683,71498,67.75,2
TENT SITE,97203,6,2022,11,119.70365272727273,74493,66.46363690909091,2
TENT SITE,97203,6,2023,12,121.334745,74493,63.64166575,2.1666666666666665
TENT SITE,97203,7,2018,10,107.7055621,60908,68.0599992,2.8
TENT SITE,97203,7,2019,10,113.9644298,68860,68.2200005,2.6
TENT SITE,97203,7,2020,15,111.34609893333334,67229,66.31333333333333,1.7333333333333334
TENT SITE,97203,7,2021,15,116.7513404,71498,67.08666626666667,2.2666666666666666
TENT SITE,97203,7,2022,7,118.14597142857143,74493,66.65714357142858,1.8571428571428572
TENT SITE,97203,7,2023,13,116.95250538461539,74493,67.40000061538461,1.9230769230769231
TENT SITE,97203,8,2018,12,112.47216716666667,60908,66.80833383333334,2.8333333333333335
TENT SITE,97203,8,2019,7,101.392093,68860,70.48571228571429,2.142857142857143
TENT SITE,97203,8,2020,8,113.054625375,67229,69,1.875
TENT SITE,97203,8,2021,8,113.22601875000001,71498,67.337501375,2.375
TENT SITE,97203,8,2022,3,154.97861333333333,74493,69.16666666666667,2
TENT SITE,97203,8,2023,11,130.64972454545455,74493,71.81818054545454,2.1818181818181817
TENT SITE,97203,9,2018,4,109.8868135,60908,65.325,2
TENT SITE,97203,9,2019,4,107.971655,68860,67.250002,1.5
TENT SITE,97203,9,2020,12,129.20885066666665,67229,67.54166708333334,1.9166666666666665
TENT SITE,97203,9,2021,6,127.28092833333334,71498,65.0333315,1.8333333333333333
TENT SITE,97203,9,2022,6,131.67700666666667,74493,65.60000133333334,2.1666666666666665
TENT SITE,97203,9,2023,1,127.74659,74493,64.800003,3
TENT SITE,97203,10,2018,4,102.8164165,60908,59.9499985,1.25
TENT SITE,97203,10,2019,5,109.6729404,68860,59.5599998,1.6
TENT SITE,97203,10,2020,10,133.7500313,67229,59.8099998,2
TENT SITE,97203,10,2021,5,121.085382,71498,60.5000008,1
TENT SITE,97203,10,2022,3,123.38031666666666,74493,66.133334,1.6666666666666667
TENT SITE,97203,11,2019,2,121.634255,68860,54.6499995,1
TENT SITE,97203,11,2021,1,136.70316,71498,51.799999,1
TENT SITE,97203,11,2022,3,139.68301,74493,54.866667666666665,1
TENT SITE,97203,12,2020,2,109.9082965,67229,56.200001,1.5
TENT SITE,97205,2,2022,1,140.15468,56739,59.400002,2
TENT SITE,97205,3,2019,2,81.446022,37420,59.8500025,1.5
TENT SITE,97205,3,2021,1,77.825569,49708,54.099998,1
TENT SITE,97205,3,2022,1,81.711113,56739,54.099998,2
TENT SITE,97205,4,2019,1,67.100746,37420,58,1
TENT SITE,97205,4,2023,1,108.96416,56739,51.299999,2
TENT SITE,97205,5,2018,1,76.456383,33302,65.300003,1
TENT SITE,97205,5,2019,3,87.53965,37420,60.966667333333334,1.3333333333333333
TENT SITE,97205,5,2022,2,102.37008900000001,56739,54.799999,1.5
TENT SITE,97205,6,2019,3,86.804924,37420,61.566667,1.6666666666666667
TENT SITE,97205,6,2021,3,91.19781466666666,49708,66.93333433333333,2.6666666666666665
TENT SITE,97205,6,2022,3,105.89397333333334,56739,65.33333366666666,1.3333333333333333
TENT SITE,97205,7,2019,1,79.225723,37420,71.900002,1
TENT SITE,97205,7,2020,3,84.753988,41940,67.46666433333333,1.6666666666666667
TENT SITE,97205,7,2022,1,110.99137,56739,65.599998,2
TENT SITE,97205,7,2023,2,84.4878735,56739,65.800003,2
TENT SITE,97205,8,2018,1,79.228691,33302,59.5,4
TENT SITE,97205,8,2020,2,86.714928,41940,82.3999975,1.5
TENT SITE,97205,8,2021,2,108.26238000000001,49708,66.249998,1
TENT SITE,97205,8,2022,2,99.54832400000001,56739,68.0999985,1.5
TENT SITE,97205,8,2023,1,84.909134,56739,73.699997,3
TENT SITE,97205,9,2018,2,106.241004,33302,61.200001,2
TENT SITE,97205,9,2019,1,89.725723,37420,66.300003,2
TENT SITE,97205,9,2020,1,104.3634,41940,57,1
TENT SITE,97205,9,2021,2,77.036503,49708,65.699997,2
TENT SITE,97205,9,2022,2,110.62747,56739,67.849998,1
TENT SITE,97205,10,2019,2,95.4361195,37420,60.5,2
TENT SITE,97205,10,2021,1,90.336693,49708,65.099998,2
TENT SITE,97205,11,2018,2,73.458862,33302,61.299999,1
TENT SITE,97205,11,2019,1,68.0896,37420,53.799999,1
TENT SITE,97206,1,2020,1,128.91119,72463,54.200001,1
TENT SITE,97206,1,2021,3,139.91289,77133,56.53333266666667,2
TENT SITE,97206,1,2022,2,149.5867,86995,52.4499985,1.5
TENT SITE,97206,1,2023,2,150.142385,86995,46.5,1.5
TENT SITE,97206,2,2022,2,135.75606,86995,52.75,1.5
TENT SITE,97206,2,2023,2,129.000325,86995,47.900002,2
TENT SITE,97206,3,2018,6,110.7204265,63381,52.01666633333333,1.3333333333333333
TENT SITE,97206,3,2019,1,110.32061,69672,75.199997,1
TENT SITE,97206,3,2020,2,131.44207,72463,55,1.5
TENT SITE,97206,3,2021,3,112.02613666666667,77133,51.299999,1.3333333333333333
TENT SITE,97206,3,2023,4,135.017385,86995,56.00000125,1.25
TENT SITE,97206,4,2018,1,92.580025,63381,50.799999,2
TENT SITE,97206,4,2019,2,113.435735,69672,57.349998,2
TENT SITE,97206,4,2021,5,132.244672,77133,56.5799994,2.4
TENT SITE,97206,4,2022,1,164.45543,86995,53.799999,4
TENT SITE,97206,4,2023,1,139.76505,86995,48.400002,2
TENT SITE,97206,5,2018,4,108.34420875,63381,63.2749995,1.5
TENT SITE,97206,5,2019,6,114.06863933333334,69672,58.40000033333333,1.6666666666666665
TENT SITE,97206,5,2021,11,119.29444727272727,77133,59.90000018181818,2.5454545454545454
TENT SITE,97206,5,2022,8,139.76101500000001,86995,59.0625,1.875
TENT SITE,97206,5,2023,10,129.362588,86995,60.7700001,2
TENT SITE,97206,6,2018,17,105.96423258823529,63381,65.8352945882353,2.1176470588235294
TENT SITE,97206,6,2019,16,107.53545174999999,69672,63.356249,1.9375
TENT SITE,97206,6,2020,20,111.06423535,72463,64.1750005,1.7
TENT SITE,97206,6,2021,24,121.0675475,77133,66.78333383333333,2.2916666666666665
TENT SITE,97206,6,2022,15,140.30761733333333,86995,62.45333326666667,2
TENT SITE,97206,6,2023,10,133.439957,86995,62.2999996,2.8
TENT SITE,97206,7,2018,22,105.75507959090909,63381,67.16818172727272,1.9090909090909092
TENT SITE,97206,7,2019,16,102.377442875,69672,68.6562505,1.8125
TENT SITE,97206,7,2020,36,112.71463358333334,72463,67.09999958333333,2.2222222222222223
TENT SITE,97206,7,2021,27,120.95452688888889,77133,66.72222192592592,2.111111111111111
TENT SITE,97206,7,2022,21,130.17465476190475,86995,67.44285857142857,2
TENT SITE,97206,7,2023,18,129.53038222222222,86995,67.22777733333334,2.111111111111111
TENT SITE,97206,8,2018,22,96.910445,63381,66.70909195454546,1.9090909090909092
TENT SITE,97206,8,2019,28,108.66889382142857,69672,68.80357128571428,2.6428571428571432
TENT SITE,97206,8,2020,32,112.61054725,72463,69.12812484375,2.3125
TENT SITE,97206,8,2021,28,121.57245678571428,77133,67.49285832142857,2.4285714285714284
TENT SITE,97206,8,2022,24,132.14221541666666,86995,69.52083454166667,2.208333333333333
TENT SITE,97206,8,2023,20,123.91989699999999,86995,69.1699998,1.95
TENT SITE,97206,9,2018,6,114.2625645,63381,62.66666516666667,2.1666666666666665
TENT SITE,97206,9,2019,12,115.41421891666667,69672,68.650001,1.8333333333333335
TENT SITE,97206,9,2020,11,117.00037427272727,72463,68.30909081818182,1.7272727272727273
TENT SITE,97206,9,2021,15,131.60270133333333,77133,65.87999926666667,1.6666666666666667
TENT SITE,97206,9,2022,11,142.65199363636364,86995,65.17272827272727,1.6363636363636365
TENT SITE,97206,9,2023,4,124.8510025,86995,66.95000275000001,2.75
TENT SITE,97206,10,2018,5,109.084406,63381,66.2599998,1.8
TENT SITE,97206,10,2019,2,131.761125,69672,63.450001,1
TENT SITE,97206,10,2020,11,116.28764927272728,72463,61.300000363636364,1.7272727272727273
TENT SITE,97206,10,2021,6,121.63960333333333,77133,61.76666633333333,1.3333333333333333
TENT SITE,97206,10,2022,5,136.42262,86995,64.8400002,1.4
TENT SITE,97206,11,2020,1,100.46497,72463,54.900002,1
TENT SITE,97206,12,2019,1,107.07175,69672,48.299999,1
TENT SITE,97206,12,2021,2,123.30627,77133,52.3000015,1.5
TENT SITE,97209,1,2021,1,109.73598,72323,56.299999,1
TENT SITE,97209,2,2020,1,103.36514,65746,49.5,1
TENT SITE,97209,2,2022,1,124.44262,84893,59.400002,1
TENT SITE,97209,3,2019,1,102.61729,66435,53.099998,3
TENT SITE,97209,3,2021,1,115.69127,72323,52.099998,3
TENT SITE,97209,3,2023,1,122.68223,84893,55.400002,1
TENT SITE,97209,4,2019,2,110.84266,66435,56.6999985,1.5
TENT SITE,97209,4,2021,1,135.58028,72323,55.099998,3
TENT SITE,97209,4,2023,1,170.40892,84893,55.700001,2
TENT SITE,97209,5,2018,5,102.6415136,61070,61.0599998,1.6
TENT SITE,97209,5,2021,1,119.34106,72323,59.599998,4
TENT SITE,97209,5,2022,6,147.05121166666666,84893,56.93333466666667,1.5
TENT SITE,97209,5,2023,3,127.74156666666666,84893,62.366666,1.3333333333333333
TENT SITE,97209,6,2018,3,111.65723,61070,65.966667,2
TENT SITE,97209,6,2019,2,102.392533,66435,62.8999995,1.5
TENT SITE,97209,6,2020,1,103.62954,65746,66.800003,2
TENT SITE,97209,6,2021,4,122.65311750000001,72323,65.14999975,2.25
TENT SITE,97209,6,2022,5,131.490756,84893,61.6800004,2.2
TENT SITE,97209,6,2023,4,153.510755,84893,61.575,2
TENT SITE,97209,7,2018,3,118.24576866666666,61070,67.600001,1.3333333333333333
TENT SITE,97209,7,2019,5,119.0275014,66435,68.1200014,2
TENT SITE,97209,7,2020,7,97.09605185714285,65746,67.99999957142857,1.4285714285714286
TENT SITE,97209,7,2021,5,122.882587,72323,66.6200012,2
TENT SITE,97209,7,2022,10,126.06035,84893,67.2699996,1.4
TENT SITE,97209,7,2023,4,146.93384,84893,67.42500125000001,1.75
TENT SITE,97209,8,2018,4,82.76873775,61070,66.97500025,1.75
TENT SITE,97209,8,2019,4,105.76409,66435,71.375,2
TENT SITE,97209,8,2020,9,109.72909088888889,65746,68.95555544444444,1.7777777777777777
TENT SITE,97209,8,2021,2,129.789635,72323,67.2999995,1.5
TENT SITE,97209,8,2022,4,124.1805,84893,67.77500175,1.5
TENT SITE,97209,8,2023,4,132.36346,84893,70.04999925,1.75
TENT SITE,97209,9,2018,1,111.56121,61070,75.199997,2
TENT SITE,97209,9,2019,6,107.60724783333333,66435,66.48333550000001,1.6666666666666667
TENT SITE,97209,9,2020,4,102.67471075,65746,70.12499975,1.25
TENT SITE,97209,9,2021,5,123.75623,72323,64.6199998,2
TENT SITE,97209,9,2022,6,132.61226666666667,84893,65.50000266666667,1.8333333333333333
TENT SITE,97209,10,2018,1,110.66501,61070,73.400002,2
TENT SITE,97209,10,2020,1,86.099052,65746,61.200001,1
TENT SITE,97209,10,2021,1,130.28706,72323,59.900002,1
TENT SITE,97209,10,2022,3,127.32461333333333,84893,68.56666866666667,1.6666666666666667
TENT SITE,97209,11,2018,2,100.16501,61070,53.1999985,1
TENT SITE,97209,11,2022,1,123.4184,84893,49,1
TENT SITE,97209,12,2020,1,98.308907,65746,47.200001,1
TENT SITE,97210,2,2020,1,117.57095,79097,57.5,1
TENT SITE,97210,3,2018,1,119.14037,79696,42.299999,1
TENT SITE,97210,3,2019,1,100.44424,77845,58.900002,1
TENT SITE,97210,3,2021,1,118.23244,79387,55.299999,1
TENT SITE,97210,3,2023,1,126.5406,86681,48.200001,1
TENT SITE,97210,4,2019,1,128.54291,77845,61.200001,2
TENT SITE,97210,4,2021,1,130.10529,79387,55.099998,2
TENT SITE,97210,4,2023,2,137.59628,86681,50.6000005,2
TENT SITE,97210,5,2018,2,129.23826,79696,60.299999,1
TENT SITE,97210,5,2019,1,128.54291,77845,58.700001,2
TENT SITE,97210,5,2021,3,121.73669,79387,59.30000066666667,1.6666666666666667
TENT SITE,97210,5,2022,1,141.2899,86681,60.599998,2
TENT SITE,97210,5,2023,1,108.39825,86681,64.800003,1
TENT SITE,97210,6,2018,1,230.25749,79696,68.699997,5
TENT SITE,97210,6,2019,1,143.62376,77845,63.799999,1
TENT SITE,97210,6,2020,8,127.76189124999999,79097,64.55000025,2.125
TENT SITE,97210,6,2021,4,182.6758175,79387,63.54999925,3.5
TENT SITE,97210,6,2022,3,123.42202999999999,86681,62,1.6666666666666667
TENT SITE,97210,6,2023,5,126.81707200000001,86681,60.9399992,1.4
TENT SITE,97210,7,2018,3,120.12097,79696,69.50000033333333,1
TENT SITE,97210,7,2019,6,121.49684166666667,77845,67.76666783333333,1.6666666666666667
TENT SITE,97210,7,2020,13,121.05876853846155,79097,66.54615246153845,1.3846153846153846
TENT SITE,97210,7,2022,4,134.40555750000001,86681,65.97500025,1.5
TENT SITE,97210,7,2023,2,134.36928,86681,65.4500005,1.5
TENT SITE,97210,8,2018,4,127.202055,79696,65.60000125,2.75
TENT SITE,97210,8,2019,3,118.53913666666666,77845,69.59999833333333,1.6666666666666667
TENT SITE,97210,8,2020,2,118.77289999999999,79097,66.8499985,2
TENT SITE,97210,8,2021,2,124.47861499999999,79387,67.4500005,2
TENT SITE,97210,8,2022,4,121.21930750000001,86681,66.32500175,1.25
TENT SITE,97210,8,2023,7,136.0221542857143,86681,70.77142885714285,2.142857142857143
TENT SITE,97210,9,2018,1,130.62097,79696,62.900002,2
TENT SITE,97210,9,2019,3,153.11996666666667,77845,70.50000266666667,2.6666666666666665
TENT SITE,97210,9,2020,5,123.757806,79097,66.7799986,1.6
TENT SITE,97210,9,2021,3,119.51760666666667,79387,62.83333066666666,1.6666666666666667
TENT SITE,97210,9,2022,3,127.28305666666667,86681,65.833336,1.6666666666666667
TENT SITE,97210,10,2020,1,110.30836,79097,68.199997,2
TENT SITE,97210,10,2022,3,166.04362666666668,86681,65.16666666666667,2
TENT SITE,97210,11,2020,2,114.49229,79097,55.25,1
TENT SITE,97210,12,2020,1,126.99229,79097,51,2
TENT SITE,97211,1,2020,2,172.22743,86976,50.4499985,3
TENT SITE,97211,1,2021,1,149.5192,93743,56.299999,2
TENT SITE,97211,1,2022,1,152.8555,103377,50.200001,3
TENT SITE,97211,1,2023,2,144.36003,103377,59.3999995,1
TENT SITE,97211,2,2020,1,135.11203,86976,53.799999,2
TENT SITE,97211,2,2021,2,156.58662,93743,49.75,1.5
TENT SITE,97211,2,2022,3,153.56833,103377,51.133334,1
TENT SITE,97211,2,2023,1,164.57739,103377,53.299999,1
TENT SITE,97211,3,2018,4,121.54344999999999,78154,52.07499975,1.25
TENT SITE,97211,3,2019,1,115.56286,81802,56.900002,1
TENT SITE,97211,3,2020,1,128.61203,86976,55.099998,1
TENT SITE,97211,3,2021,4,140.420645,93743,52.7250005,1.5
TENT SITE,97211,3,2023,2,140.65713499999998,103377,50.3500005,1
TENT SITE,97211,4,2018,3,112.02785666666666,78154,58.40000033333333,1
TENT SITE,97211,4,2019,4,125.058135,81802,62.400000750000004,1.75
TENT SITE,97211,4,2021,7,145.34978714285714,93743,57.55714242857143,1.4285714285714286
TENT SITE,97211,4,2022,1,161.23721,103377,49,2
TENT SITE,97211,4,2023,1,157.43243,103377,53.299999,2
TENT SITE,97211,5,2018,10,120.895876,78154,61.4699997,1.9
TENT SITE,97211,5,2019,3,147.96143666666666,81802,60.966667333333334,2
TENT SITE,97211,5,2021,7,138.83367714285714,93743,59.99999928571429,2.142857142857143
TENT SITE,97211,5,2022,8,154.414575,103377,60.38749975,2
TENT SITE,97211,5,2023,4,157.671535,103377,67.0249995,1.75
TENT SITE,97211,6,2018,16,121.437450625,78154,65.8312500625,1.8125
TENT SITE,97211,6,2019,6,122.74276166666667,81802,64.68333183333333,1.8333333333333333
TENT SITE,97211,6,2020,8,139.51663250000001,86976,62.999999125,2.25
TENT SITE,97211,6,2021,10,143.713909,93743,64.7700001,2.3
TENT SITE,97211,6,2022,8,158.2984125,103377,61.69999975,2.125
TENT SITE,97211,6,2023,15,153.67247333333333,103377,62.41333313333333,1.9333333333333333
TENT SITE,97211,7,2018,16,119.0821125,78154,67.2562495625,1.75
TENT SITE,97211,7,2019,8,117.68391625000001,81802,67.71250075,2
TENT SITE,97211,7,2020,15,129.34161666666668,86976,66.9333338,1.8
TENT SITE,97211,7,2021,14,138.71350571428573,93743,66.71428592857143,2
TENT SITE,97211,7,2022,11,145.1488781818182,103377,66.46363536363636,2
TENT SITE,97211,7,2023,12,149.68852916666668,103377,66.274999,2
TENT SITE,97211,8,2018,22,123.50046363636363,78154,66.45454563636363,1.5909090909090908
TENT SITE,97211,8,2019,13,117.80778923076923,81802,70.83846038461539,1.6923076923076923
TENT SITE,97211,8,2020,15,132.77124733333332,86976,69.4733332,1.9333333333333333
TENT SITE,97211,8,2021,17,139.42390588235295,93743,68.58823617647059,1.8823529411764706
TENT SITE,97211,8,2022,14,148.42949071428572,103377,69.97857135714285,2.4285714285714284
TENT SITE,97211,8,2023,10,153.856692,103377,71.2100007,2.5
TENT SITE,97211,9,2018,8,136.6279125,78154,64.237499125,1.25
TENT SITE,97211,9,2019,5,132.773262,81802,67.7600006,1.2
TENT SITE,97211,9,2020,10,138.78392200000002,86976,69.8099998,1.5
TENT SITE,97211,9,2021,15,145.99922866666668,93743,66.94666566666666,1.8666666666666667
TENT SITE,97211,9,2022,13,168.60761923076922,103377,66.29230707692308,1.6923076923076923
TENT SITE,97211,9,2023,4,160.99974,103377,65.9000015,1.75
TENT SITE,97211,10,2018,1,146.58711,78154,60.900002,1
TENT SITE,97211,10,2019,2,124.41422,81802,61.200001,1
TENT SITE,97211,10,2020,13,135.2141069230769,86976,60.73846184615385,1.9230769230769231
TENT SITE,97211,10,2021,3,150.32850666666667,93743,62.433333,1.3333333333333333
TENT SITE,97211,10,2022,5,151.245164,103377,68.4800004,1.8
TENT SITE,97211,11,2020,1,142.62057,86976,65.199997,1
TENT SITE,97211,11,2021,1,144.34247,93743,57.700001,2
TENT SITE,97211,11,2022,1,157.63445,103377,49.400002,2
TENT SITE,97211,12,2018,1,121.24519,78154,52.400002,1
TENT SITE,97211,12,2020,1,138.0009,86976,52.299999,2
TENT SITE,97212,1,2022,1,156.07741,125901,52.599998,1
TENT SITE,97212,3,2018,1,127.34113,101492,55.299999,1
TENT SITE,97212,3,2019,1,159.62234,106705,53.099998,1
TENT SITE,97212,3,2021,1,152.18973,115417,52.400002,1
TENT SITE,97212,3,2022,2,209.529785,125901,57.6000005,3
TENT SITE,97212,3,2023,2,166.75504,125901,48.8500005,1.5
TENT SITE,97212,4,2019,2,139.731055,106705,59.5500015,1.5
TENT SITE,97212,4,2023,1,190.49687,125901,52.799999,1
TENT SITE,97212,5,2018,1,138.38071,101492,63.599998,3
TENT SITE,97212,5,2019,5,139.53391200000002,106705,57.4400002,1.4
TENT SITE,97212,5,2021,4,162.830715,115417,60.55000025,2.25
TENT SITE,97212,5,2022,2,171.694715,125901,63.25,1.5
TENT SITE,97212,5,2023,4,156.53449750000001,125901,56.8500005,2.5
TENT SITE,97212,6,2018,6,147.84147166666665,101492,64.43333366666667,1.5
TENT SITE,97212,6,2019,8,151.20676375,106705,66.099998375,2
TENT SITE,97212,6,2020,9,145.95559777777777,108305,64.42222077777778,2.2222222222222223
TENT SITE,97212,6,2021,11,144.02623181818183,115417,65.92727245454546,1.9090909090909092
TENT SITE,97212,6,2022,2,161.44061,125901,62.299999,2.5
TENT SITE,97212,6,2023,1,183.56096,125901,60,2
TENT SITE,97212,7,2018,11,139.05326272727274,101492,67.24545436363637,1.7272727272727273
TENT SITE,97212,7,2019,5,138.193872,106705,69.4199996,1.2
TENT SITE,97212,7,2020,12,147.11528583333333,108305,68.32500008333334,1.8333333333333335
TENT SITE,97212,7,2021,11,150.49239090909091,115417,66.73636409090909,2.1818181818181817
TENT SITE,97212,7,2022,13,163.65286076923076,125901,66.77692238461539,2.3846153846153846
TENT SITE,97212,7,2023,13,163.40808307692308,125901,66.10000107692308,2.230769230769231
TENT SITE,97212,8,2018,6,137.23078166666667,101492,68.81666766666666,2
TENT SITE,97212,8,2019,10,141.12162,106705,70.7399993,2.2
TENT SITE,97212,8,2020,8,150.46374,108305,70.3125,1.625
TENT SITE,97212,8,2021,15,154.302778,115417,67.1066676,2.2
TENT SITE,97212,8,2022,9,163.72394666666668,125901,68.41111166666667,1.8888888888888888
TENT SITE,97212,8,2023,6,164.69629833333335,125901,68.0166665,2
TENT SITE,97212,9,2018,1,229.74976,101492,65.800003,4
TENT SITE,97212,9,2019,6,147.44666666666666,106705,68.266668,1.8333333333333335
TENT SITE,97212,9,2020,7,145.19117428571428,108305,70.814286,2
TENT SITE,97212,9,2021,4,147.55381,115417,67.549999,1.25
TENT SITE,97212,9,2022,7,180.90674857142858,125901,65.95714142857143,2.2857142857142856
TENT SITE,97212,9,2023,4,151.72805,125901,67.4500005,2
TENT SITE,97212,10,2019,1,161.12659,106705,60,1
TENT SITE,97212,10,2020,8,151.90883,108305,61.887501,1.875
TENT SITE,97212,10,2022,2,171.48514,125901,60.3999995,2
TENT SITE,97212,11,2021,1,152.57964,115417,47.799999,2
TENT SITE,97212,11,2022,2,193.32323,125901,50.6499995,2
TENT SITE,97212,12,2019,1,161.12659,106705,49,1
TENT SITE,97212,12,2020,2,144.08487,108305,48.75,1
TENT SITE,97212,12,2021,1,150.44611,115417,56.200001,1
TENT SITE,97212,12,2022,2,182.8893,125901,52.6999985,1
TENT SITE,97213,1,2022,2,132.65855,90266,51.3500005,1
TENT SITE,97213,2,2022,1,132.65855,90266,59.400002,1
TENT SITE,97213,2,2023,2,170.062725,90266,47.5,2.5
TENT SITE,97213,3,2018,2,117.65173,71574,46.950001,1.5
TENT SITE,97213,3,2021,2,137.50278,86005,53.25,1
TENT SITE,97213,3,2022,1,153.65855,90266,56.900002,3
TENT SITE,97213,3,2023,1,145.3541,90266,45,2
TENT SITE,97213,4,2019,2,127.68003999999999,77804,54.6499995,1
TENT SITE,97213,4,2021,3,137.50982666666667,86005,53.633334,3.3333333333333335
TENT SITE,97213,4,2022,1,165.30148,90266,54.099998,1
TENT SITE,97213,4,2023,3,131.08127666666667,90266,57.4,1.3333333333333333
TENT SITE,97213,5,2018,2,106.540644,71574,58.349998,1.5
TENT SITE,97213,5,2019,5,118.551352,77804,64.4,2.4
TENT SITE,97213,5,2021,9,125.61213555555555,86005,59.14444433333333,1.6666666666666667
TENT SITE,97213,5,2022,5,136.388784,90266,56.2200006,1.6
TENT SITE,97213,5,2023,7,141.99338571428572,90266,61.69999957142857,2.2857142857142856
TENT SITE,97213,6,2018,13,122.09423230769231,71574,65.54615376923077,2.6153846153846154
TENT SITE,97213,6,2019,17,120.67263335294118,77804,64.11176511764705,2
TENT SITE,97213,6,2020,13,116.67904230769231,80916,65.16153784615385,2.3076923076923075
TENT SITE,97213,6,2021,18,125.00121722222222,86005,68.25555655555556,2
TENT SITE,97213,6,2022,9,145.56355888888888,90266,64.42222255555555,2.5555555555555554
TENT SITE,97213,6,2023,6,126.36399166666666,90266,62.71666666666667,2.3333333333333335
TENT SITE,97213,7,2018,9,115.20987122222222,71574,68.31110977777777,2.4444444444444446
TENT SITE,97213,7,2019,11,121.24648272727273,77804,69.13636445454546,2.1818181818181817
TENT SITE,97213,7,2020,16,120.0998175,80916,68.15625006249999,1.9375
TENT SITE,97213,7,2021,16,121.82632375,86005,66.70000081250001,2.375
TENT SITE,97213,7,2022,10,127.986482,90266,67.0200005,2.4
TENT SITE,97213,7,2023,18,125.46944555555555,90266,67.516667,2.111111111111111
TENT SITE,97213,8,2018,12,108.51140216666667,71574,66.16666675,2.3333333333333335
TENT SITE,97213,8,2019,26,116.57470746153847,77804,70.62692296153845,2.1153846153846154
TENT SITE,97213,8,2020,17,111.82876152941176,80916,69.72941135294117,1.7647058823529411
TENT SITE,97213,8,2021,13,130.77224384615386,86005,67.31538507692308,2.230769230769231
TENT SITE,97213,8,2022,17,136.4679976470588,90266,68.24706035294118,2.1176470588235294
